0.624,0.0464794,0.998721,0.998732,0.998949,0.998885,0.998932,0.998684,0.998519,0.999052,0.998703,0.998372,0.997561,0.995159,0.981693,0.936667,0.791413,0.50577,0.209099,0.061903,0.0162623,0.00388771,0.00105467,0.000217548,0.000290345,0.000211799,0.00017492,0.00017507,0.000175199,0.000175309,0.000175398,0.000175467,0.000175515
0.64,0.044617,0.998725,0.998732,0.998955,0.998896,0.998932,0.998678,0.998515,0.999065,0.998703,0.998367,0.997559,0.995144,0.981686,0.936662,0.791409,0.505764,0.209103,0.0619109,0.0162705,0.00389622,0.00106302,0.00022625,0.000298938,0.000220357,0.000183565,0.00018372,0.000183852,0.000183962,0.00018405,0.000184116,0.00018416
0.656,0.0427793,0.998731,0.998734,0.998964,0.998909,0.998935,0.998674,0.998514,0.999079,0.998705,0.998365,0.99756,0.995133,0.981681,0.936659,0.791407,0.505759,0.209108,0.061919,0.0162788,0.00390459,0.00107123,0.0002348,0.000307383,0.000228772,0.000192064,0.000192223,0.000192357,0.000192467,0.000192553,0.000192615,0.000192653
0.672,0.0409882,0.998738,0.998739,0.998975,0.998925,0.99894,0.998673,0.998516,0.999095,0.99871,0.998365,0.997563,0.995125,0.981679,0.936658,0.791405,0.505754,0.209113,0.0619273,0.016287,0.00391277,0.00107928,0.000243165,0.000315648,0.000237013,0.000200382,0.000200544,0.000200679,0.000200789,0.000200872,0.000200929,0.00020096
0.688,0.039265,0.998748,0.998745,0.998988,0.998943,0.998948,0.998673,0.99852,0.999112,0.998716,0.998368,0.997568,0.995121,0.981679,0.936659,0.791404,0.50575,0.209119,0.0619357,0.0162952,0.00392073,0.00108712,0.000251311,0.000323698,0.000245045,0.000208484,0.000208649,0.000208785,0.000208893,0.000208972,0.000209023,0.000209046
0.704,0.0376298,0.99876,0.998753,0.999003,0.998964,0.998958,0.998676,0.998527,0.999131,0.998725,0.998373,0.997575,0.995119,0.981682,0.936662,0.791405,0.505748,0.209125,0.0619441,0.0163033,0.00392845,0.00109474,0.000259206,0.000331504,0.000252838,0.00021634,0.000216506,0.000216642,0.000216747,0.000216822,0.000216866,0.00021688
0.72,0.036101,0.998773,0.998763,0.999021,0.998987,0.99897,0.998681,0.998537,0.999151,0.998735,0.99838,0.997584,0.995121,0.981687,0.936666,0.791406,0.505746,0.209131,0.0619526,0.0163113,0.00393588,0.00110211,0.000266822,0.000339036,0.000260364,0.00022392,0.000224087,0.000224221,0.000224323,0.000224392,0.000224429,0.000224433
0.736,0.0346943,0.998788,0.998775,0.99904,0.999012,0.998984,0.998687,0.99855,0.999172,0.998748,0.998389,0.997595,0.995127,0.981694,0.936673,0.791408,0.505745,0.209138,0.0619611,0.0163191,0.00394301,0.0011092,0.000274134,0.00034627,0.000267598,0.000231199,0.000231365,0.000231497,0.000231594,0.000231657,0.000231685,0.000231678
0.752,0.0334224,0.998804,0.998787,0.999061,0.999039,0.999,0.998695,0.998564,0.999193,0.998762,0.9984,0.997608,0.995135,0.981704,0.936681,0.791412,0.505745,0.209145,0.0619695,0.0163267,0.00394981,0.00111598,0.000281119,0.000353185,0.000274519,0.000238154,0.000238318,0.000238446,0.000238537,0.000238592,0.00023861,0.000238591
0.768,0.0322948,0.99882,0.998801,0.999084,0.999066,0.999017,0.998705,0.998581,0.999215,0.998778,0.998412,0.997622,0.995146,0.981715,0.936691,0.791417,0.505745,0.209153,0.0619777,0.016334,0.00395627,0.00112246,0.000287761,0.000359762,0.000281107,0.000244766,0.000244927,0.00024505,0.000245134,0.000245179,0.000245186,0.000245154
