0.,4.99839
0.016,4.99799
0.032,4.99758
0.048,4.99717
0.064,4.99677
0.08,4.99636
0.096,4.99596
0.112,4.99555
0.128,4.99515
0.144,4.99474
0.16,4.99433
0.176,4.99393
0.192,4.99352
0.208,4.99312
0.224,4.99271
0.24,4.99231
0.256,4.9919
0.272,4.99149
0.288,4.99109
0.304,4.99068
0.32,4.99028
0.336,4.98987
0.352,4.98947
0.368,4.98906
0.384,4.98865
0.4,4.98825
0.416,4.98784
0.432,4.98744
0.448,4.98703
0.464,4.98663
0.48,4.98622
0.496,4.98581
0.512,4.98541
0.528,4.985
0.544,4.9846
0.56,4.98419
0.576,4.98379
0.592,4.98338
0.608,4.98297
0.624,4.98257
0.64,4.98216
0.656,4.98176
0.672,4.98135
0.688,4.98095
0.704,4.98054
0.72,4.98013
0.736,4.97973
0.752,4.97932
0.768,4.97892
0.784,4.97851
0.8,4.9781
0.816,4.9777
0.832,4.97729
0.848,4.97689
0.864,4.97648
0.88,4.97608
0.896,4.97567
0.912,4.97526
0.928,4.97486
0.944,4.97445
0.96,4.97405
0.976,4.97364
0.992,4.97323
1.008,4.97283
1.024,4.97242
1.04,4.97202
1.056,4.97161
1.072,4.97121
1.088,4.9708
1.104,4.97039
1.12,4.96999
1.136,4.96958
1.152,4.96918
1.168,4.96877
1.184,4.96836
1.2,4.96796
1.216,4.96755
1.232,4.96715
1.248,4.96674
1.264,4.96634
1.28,4.96593
1.296,4.96552
1.312,4.96512
1.328,4.96471
1.344,4.96431
1.36,4.9639
1.376,4.96349
1.392,4.96309
1.408,4.96268
1.424,4.96228
1.44,4.96187
1.456,4.96147
1.472,4.96106
1.488,4.96065
1.504,4.96025
1.52,4.95984
1.536,4.95944
1.552,4.95903
1.568,4.95862
1.584,4.95822
1.6,4.95781
1.616,4.95741
1.632,4.957
1.648,4.95659
1.664,4.95619
1.68,4.95578
1.696,4.95538
1.712,4.95497
1.728,4.95456
1.744,4.95416
1.76,4.95375
1.776,4.95335
1.792,4.95294
1.808,4.95253
1.824,4.95213
1.84,4.95172
1.856,4.95132
1.872,4.95091
1.888,4.95051
1.904,4.9501
1.92,4.94969
1.936,4.94929
1.952,4.94888
1.968,4.94848
1.984,4.94807
2.,4.94766
2.016,4.94726
2.032,4.94685
2.048,4.94645
2.064,4.94604
2.08,4.94563
2.096,4.94523
2.112,4.94482
2.128,4.94442
2.144,4.94401
2.16,4.9436
2.176,4.9432
2.192,4.94279
2.208,4.94239
2.224,4.94198
2.24,4.94157
2.256,4.94117
2.272,4.94076
2.288,4.94036
2.304,4.93995
2.32,4.93954
2.336,4.93914
2.352,4.93873
2.368,4.93833
2.384,4.93792
2.4,4.93751
2.416,4.93711
2.432,4.9367
2.448,4.9363
2.464,4.93589
2.48,4.93548
2.496,4.93508
2.512,4.93467
2.528,4.93427
2.544,4.93386
2.56,4.93345
2.576,4.93305
2.592,4.93264
2.608,4.93224
2.624,4.93183
2.64,4.93142
2.656,4.93102
2.672,4.93061
2.688,4.93021
2.704,4.9298
2.72,4.92939
2.736,4.92899
2.752,4.92858
2.768,4.92817
2.784,4.92777
2.8,4.92736
2.816,4.92696
2.832,4.92655
2.848,4.92614
2.864,4.92574
2.88,4.92533
2.896,4.92493
2.912,4.92452
2.928,4.92411
2.944,4.92371
2.96,4.9233
2.976,4.9229
2.992,4.92249
3.008,4.92208
3.024,4.92168
3.04,4.92127
3.056,4.92087
3.072,4.92046
3.088,4.92005
3.104,4.91965
3.12,4.91924
3.136,4.91883
3.152,4.91843
3.168,4.91802
3.184,4.91762
3.2,4.91721
3.216,4.9168
3.232,4.9164
3.248,4.91599
3.264,4.91559
3.28,4.91518
3.296,4.91477
3.312,4.91437
3.328,4.91396
3.344,4.91356
