4.99779,1.35474
4.95721,1.3514
4.91659,1.34968
4.87595,1.34924
4.83529,1.34876
4.79459,1.34765
4.75386,1.34659
4.7131,1.34655
4.67231,1.34816
4.63149,1.35178
4.59064,1.35698
4.54976,1.36227
4.50884,1.36577
4.4679,1.36707
4.42692,1.36683
4.3859,1.36532
4.34486,1.36234
4.30378,1.35762
4.26267,1.35173
4.22152,1.34596
4.18034,1.34152
4.13913,1.33916
4.09789,1.33907
4.05661,1.34155
4.0153,1.34693
3.97395,1.35264
3.93258,1.35537
3.89116,1.35738
3.84972,1.36233
3.80824,1.3701
3.76673,1.37755
3.72518,1.38098
3.68359,1.37848
3.64197,1.37043
3.60032,1.3588
3.55864,1.34694
3.51692,1.33864
3.47517,1.3368
3.4334,1.34032
3.39161,1.34203
3.34978,1.33793
3.30794,1.33355
3.26607,1.33649
3.22418,1.34835
3.18227,1.36528
3.14034,1.38198
3.09839,1.39386
3.05641,1.39795
3.01442,1.39391
2.97241,1.38434
2.93039,1.37338
2.88836,1.36449
2.84632,1.35695
2.80429,1.34619
2.76228,1.33061
2.72028,1.31515
2.67832,1.30766
2.63639,1.31298
2.59451,1.32995
2.55268,1.35312
2.5109,1.37654
2.46917,1.39694
2.42748,1.41301
2.38584,1.42278
2.34425,1.42495
2.30271,1.41996
2.26123,1.40779
2.21981,1.38782
2.1785,1.36121
2.13732,1.33273
2.09629,1.3095
2.05547,1.29739
2.01489,1.29858
1.97456,1.31176
1.93453,1.33461
1.89479,1.36466
1.85533,1.39812
1.81613,1.4294
1.77718,1.45363
1.73845,1.46805
1.69994,1.47108
1.66167,1.46248
1.62366,1.44346
1.58596,1.41693
1.54868,1.38687
1.51194,1.35783
1.47586,1.33457
1.44054,1.32117
1.40612,1.32014
1.37271,1.33157
1.34037,1.3529
1.30914,1.38019
1.27905,1.40968
1.25009,1.43813
1.22228,1.46272
1.19562,1.48106
1.17014,1.49141
1.1459,1.49284
1.12299,1.48573
1.10151,1.4719
1.0816,1.45388
1.06341,1.43459
1.04709,1.41691
1.03278,1.40316
1.0206,1.39464
1.01066,1.39194
1.003,1.39515
0.997643,1.4038
0.994592,1.41672
0.993803,1.43209
0.995243,1.44774
0.998863,1.46191
1.00464,1.47309
1.01251,1.48035
1.0224,1.48337
1.03428,1.48206
1.04807,1.47709
1.06375,1.46944
1.0813,1.46019
1.10066,1.45048
1.12178,1.44157
1.14461,1.43425
1.16908,1.4291
1.1951,1.42637
1.22262,1.42606
1.25153,1.42785
1.28171,1.43096
1.31307,1.43418
1.34551,1.43631
1.37895,1.43674
1.4133,1.43534
1.44847,1.43221
1.48441,1.4277
1.52107,1.42251
1.55839,1.4173
1.59636,1.41229
1.63492,1.4078
1.67402,1.40409
1.71363,1.40119
1.7537,1.39871
1.79419,1.39657
1.83507,1.39474
1.8763,1.3929
1.91785,1.39095
1.95968,1.38892
2.0018,1.38675
2.04416,1.38456
2.08675,1.38249
2.12955,1.38054
2.17254,1.37859
2.21572,1.3769
2.25905,1.37573
2.30254,1.37511
2.34615,1.37477
2.38989,1.37437
2.43373,1.3738
2.47767,1.37311
2.52168,1.37233
2.56577,1.37136
2.60991,1.37031
2.65411,1.36937
2.69836,1.36867
2.74265,1.36835
2.78698,1.36834
2.83134,1.36833
2.87574,1.36828
2.92016,1.36846
2.9646,1.3689
3.00906,1.36943
3.05352,1.36977
3.098,1.36959
3.14247,1.36899
3.18694,1.36829
3.2314,1.36761
3.27585,1.36704
3.32028,1.3664
3.36471,1.36553
3.40911,1.3645
3.4535,1.36355
3.49787,1.36298
3.54223,1.36282
3.58656,1.36314
3.63087,1.3638
3.67515,1.36455
3.71941,1.3652
3.76365,1.36561
3.80787,1.36564
3.85205,1.36524
3.89621,1.36466
3.94035,1.36417
3.98445,1.36365
4.02852,1.36309
4.07257,1.36255
4.11658,1.36203
4.16056,1.36171
4.20452,1.36168
4.24844,1.36208
4.29233,1.36304
4.33619,1.36432
4.38002,1.36554
4.42382,1.36654
4.46758,1.3668
4.51132,1.366
4.55502,1.36465
4.59869,1.36361
4.64233,1.36302
4.68594,1.36212
4.72952,1.36073
4.77307,1.35924
4.8166,1.3581
4.86009,1.35788
4.90356,1.35878
4.947,1.36056
4.99041,1.36275
5.03379,1.36452
5.07715,1.36537
5.12047,1.36544
5.16377,1.36518
5.20704,1.3647
5.25029,1.3639
5.2935,1.36301
5.33669,1.36231
5.37986,1.36201
5.423,1.36219
5.46611,1.36278
5.50921,1.36364
5.55228,1.36465
5.59533,1.36555
5.63835,1.36605
5.68135,1.36599
5.72433,1.3652
5.76728,1.36394
5.81021,1.36285
5.85312,1.36256
5.89601,1.36297
5.93887,1.36356
5.98171,1.36397
6.02453,1.36422
6.06733,1.36436
6.1101,1.36406
6.15286,1.36324
6.19559,1.36225
6.23831,1.36135
6.281,1.36064
6.32368,1.36017
6.36633,1.36015
6.40897,1.36079
6.45158,1.36197
6.49418,1.36334
6.53676,1.36479
6.57931,1.36621
